Batch_Number,Date,Drug_Name,MRP_Unit_Price,Qty_Sold,Total_Amount,Transaction_ID
GLY-2403-99,2024-03-21,Glycomet 500,22.5,3,67.5,TXN-14478
ALL-2402-77,2024-03-21,Allegra 120,198.0,3,594.0,TXN-14479
GLY-2402-61,2024-03-21,Glycomet 500,22.5,3,67.5,TXN-14480
TEL-2402-65,2024-03-22,Telma 40,220.0,5,1100.0,TXN-14481
PAN-2403-88,2024-03-22,Pan 40,155.0,3,465.0,TXN-14482
GLY-2403-99,2024-03-22,Glycomet 500,22.5,3,67.5,TXN-14483
GEN-14484,2024-03-22,Telma 40,220.0,5,1100.0,TXN-14484
ALL-2402-77,2024-03-22,Allegra 120,198.0,6,1188.0,TXN-14485
PAN-2402-25,2024-03-22,Pan 40,155.0,3,465.0,TXN-14486
GLY-2402-61,2024-03-22,Glycomet 500,22.5,3,67.5,TXN-14487
TEL-2402-65,2024-03-22,Telma 40,220.0,1,220.0,TXN-14488
GEN-14489,2024-03-22,Glycomet 500,22.5,4,90.0,TXN-14489
TEL-2402-65,2024-03-22,Telma 40,220.0,2,440.0,TXN-14490
ALL-2402-80,2024-03-22,Allegra 120,198.0,7,1386.0,TXN-14491
DOL-2402-92,2024-03-22,Dolo 650,30.0,5,150.0,TXN-14492
TEL-2403-73,2024-03-22,Telma 40,220.0,1,220.0,TXN-14493
TEL-2403-73,2024-03-23,Telma 40,220.0,4,880.0,TXN-14494
GLY-2402-49,2024-03-23,Glycomet 500,22.5,5,112.5,TXN-14495
TEL-2403-73,2024-03-23,Telma 40,220.0,2,440.0,TXN-14496
GLY-2402-49,2024-03-23,Glycomet 500,22.5,5,112.5,TXN-14497
ALL-2403-83,2024-03-23,Allegra 120,198.0,8,1584.0,TXN-14498
AZI-2402-36,2024-03-23,Azithral 500,118.5,2,237.0,TXN-14499
DOL-2403-12,2024-03-23,Dolo 650,30.0,4,120.0,TXN-14500
GLY-2402-49,2024-03-23,Glycomet 500,22.5,5,112.5,TXN-14501
PAN-2402-72,2024-03-23,Pan 40,155.0,5,775.0,TXN-14502
AZI-2403-42,2024-03-23,Azithral 500,118.5,3,355.5,TXN-14503
PAN-2402-72,2024-03-23,Pan 40,155.0,2,310.0,TXN-14504
AZI-2403-42,2024-03-23,Azithral 500,118.5,5,592.5,TXN-14505
GLY-2402-49,2024-03-23,Glycomet 500,22.5,1,22.5,TXN-14506
TEL-2402-65,2024-03-23,Telma 40,220.0,4,880.0,TXN-14507
ALL-2402-80,2024-03-24,Allegra 120,198.0,7,1386.0,TXN-14508
AZI-2403-42,2024-03-24,Azithral 500,1185.0,2,2370.0,TXN-14509
DOL-2402-92,2024-03-24,Dolo 650,30.0,4,120.0,TXN-14510
PAN-2403-88,2024-03-24,Pan 40,155.0,3,465.0,TXN-14511
TEL-2403-73,2024-03-24,Telma 40,220.0,2,440.0,TXN-14512
DOL-2402-92,2024-03-24,Dolo 650,30.0,4,120.0,TXN-14513
DOL-2403-12,2024-03-24,Dolo 650,30.0,5,150.0,TXN-14514
PAN-2403-88,2024-03-24,Pan 40,155.0,1,155.0,TXN-14515
DOL-2403-12,2024-03-24,Dolo 650,30.0,5,150.0,TXN-14516
ALL-2402-80,2024-03-24,Allegra 120,198.0,8,1584.0,TXN-14517
DOL-2402-92,2024-03-24,Dolo 650,30.0,2,60.0,TXN-14518
GLY-2402-49,2024-03-24,Glycomet 500,22.5,1,22.5,TXN-14519
AZI-2403-42,2024-03-24,Azithral 500,118.5,4,474.0,TXN-14520
ALL-2402-80,2024-03-24,Allegra 120,198.0,9,1782.0,TXN-14521
TEL-2402-65,2024-03-24,Telma 40,220.0,5,1100.0,TXN-14522
GEN-14523,2024-03-25,Allegra 120,,10,,TXN-14523
TEL-2402-65,2024-03-25,Telma 40,220.0,4,880.0,TXN-14524
DOL-2403-12,2024-03-25,Dolo 650,30.0,3,90.0,TXN-14525
AZI-2403-84,2024-03-25,Azithral 500,118.5,2,237.0,TXN-14526
GLY-2403-53,2024-03-25,Glycomet 500,22.5,4,90.0,TXN-14527
DOL-2403-12,2024-03-25,Dolo 650,30.0,2,60.0,TXN-14528
AZI-2402-40,2024-03-25,Azithral 500,118.5,4,474.0,TXN-14529
GLY-2403-53,2024-03-25,Glycomet 500,22.5,5,112.5,TXN-14530
AZI-2402-40,2024-03-25,Azithral 500,118.5,2,237.0,TXN-14531
TEL-2403-73,2024-03-25,Telma 40,220.0,5,1100.0,TXN-14532
ALL-2403-83,2024-03-26,Allegra 120,198.0,6,1188.0,TXN-14533
GEN-14534,2024-03-26,Azithral 500,118.5,1,118.5,TXN-14534
AZI-2403-84,2024-03-26,Azithral 500,118.5,2,237.0,TXN-14535
GLY-2403-53,2024-03-26,Glycomet 500,22.5,4,90.0,TXN-14536
PAN-2402-25,2024-03-26,Pan 40,155.0,3,465.0,TXN-14537
GLY-2403-53,2024-03-26,Glycomet 500,22.5,2,45.0,TXN-14538
ALL-2402-80,2024-03-26,Allegra 120,198.0,6,1188.0,TXN-14539
TEL-2403-73,2024-03-27,Telma 40,220.0,3,660.0,TXN-14540
ALL-2403-83,2024-03-27,Allegra 120,198.0,6,1188.0,TXN-14541
GLY-2403-99,2024-03-27,Glycomet 500,22.5,2,45.0,TXN-14542
DOL-2403-12,2024-03-27,Dolo 650,30.0,2,60.0,TXN-14543
AZI-2403-84,2024-03-27,Azithral 500,118.5,4,474.0,TXN-14544
ALL-2402-80,2024-03-27,Allegra 120,198.0,8,1584.0,TXN-14545
PAN-2403-88,2024-03-27,Pan 40,155.0,2,310.0,TXN-14546
AZI-2402-40,2024-03-27,Azithral 500,118.5,5,592.5,TXN-14547
GEN-14548,2024-03-27,Glycomet 500,22.5,4,90.0,TXN-14548
DOL-2403-12,2024-03-27,Dolo 650,30.0,1,30.0,TXN-14549
AZI-2403-84,2024-03-28,Azithral 500,118.5,3,355.5,TXN-14550
GLY-2402-61,2024-03-28,Glycomet 500,22.5,1,22.5,TXN-14551
ALL-2402-80,2024-03-28,Allegra 120,198.0,7,1386.0,TXN-14552
GEN-14553,2024-03-28,Dolo 650,30.0,5,150.0,TXN-14553
DOL-2403-12,2024-03-28,Dolo 650,30.0,3,90.0,TXN-14554
PAN-2403-22,2024-03-28,Pan 40,,5,,TXN-14555
GEN-14556,2024-03-28,Dolo 650,30.0,1,30.0,TXN-14556
ALL-2403-83,2024-03-29,Allegra 120,198.0,4,792.0,TXN-14557
ALL-2402-80,2024-03-29,Allegra 120,198.0,6,1188.0,TXN-14558
ALL-2403-83,2024-03-29,Allegra 120,1980.0,6,11880.0,TXN-14559
PAN-2402-25,2024-03-29,Pan 40,155.0,5,775.0,TXN-14560
ALL-2403-83,2024-03-29,Allegra 120,198.0,7,1386.0,TXN-14561
DOL-2403-28,2024-03-29,Dolo 650,30.0,3,90.0,TXN-14562
ALL-2403-83,2024-03-29,Allegra 120,198.0,6,1188.0,TXN-14563
GEN-14564,2024-03-29,Azithral 500,118.5,1,118.5,TXN-14564
TEL-2403-73,2024-03-29,Telma 40,220.0,5,1100.0,TXN-14565
AZI-2403-42,2024-03-29,Azithral 500,118.5,5,592.5,TXN-14566
PAN-2403-88,2024-03-29,Pan 40,155.0,2,310.0,TXN-14567
TEL-2402-65,2024-03-29,Telma 40,220.0,2,440.0,TXN-14568
DOL-2403-28,2024-03-29,Dolo 650,30.0,1,30.0,TXN-14569
ALL-2402-80,2024-03-29,Allegra 120,198.0,9,1782.0,TXN-14570
PAN-2403-88,2024-03-30,Pan 40,155.0,2,310.0,TXN-14571
TEL-2403-32,2024-03-30,Telma 40,220.0,2,440.0,TXN-14572
GEN-14573,2024-03-30,Glycomet 500,22.5,1,22.5,TXN-14573
TEL-2403-32,2024-03-30,Telma 40,220.0,4,880.0,TXN-14574
TEL-2402-65,2024-03-30,Telma 40,220.0,1,220.0,TXN-14575
ALL-2403-83,2024-03-30,Allegra 120,198.0,7,1386.0,TXN-14576
TEL-2402-65,2024-03-30,Telma 40,220.0,5,1100.0,TXN-14577
DOL-2402-82,2024-03-30,Dolo 650,30.0,1,30.0,TXN-14578
AZI-2403-42,2024-03-30,Azithral 500,118.5,2,237.0,TXN-14579
ALL-2403-83,2024-03-30,Allegra 120,198.0,4,792.0,TXN-14580
TEL-2403-32,2024-03-30,Telma 40,220.0,3,660.0,TXN-14581
TEL-2403-32,2024-03-30,Telma 40,220.0,2,440.0,TXN-14582
ALL-2403-83,2024-03-30,Allegra 120,198.0,4,792.0,TXN-14583
GLY-2402-61,2024-03-30,Glycomet 500,22.5,1,22.5,TXN-14584
GLY-2403-53,2024-03-31,Glycomet 500,22.5,5,112.5,TXN-14585
ALL-2403-83,2024-03-31,Allegra 120,198.0,8,1584.0,TXN-14586
ALL-2403-83,2024-03-31,Allegra 120,198.0,7,1386.0,TXN-14587
AZI-2403-42,2024-03-31,Azithral 500,118.5,4,474.0,TXN-14588
TEL-2403-32,2024-03-31,Telma 40,220.0,3,660.0,TXN-14589
ALL-2402-80,2024-03-31,Allegra 120,198.0,4,792.0,TXN-14590
ALL-2402-80,2024-03-31,Allegra 120,198.0,6,1188.0,TXN-14591
TEL-2402-65,2024-03-31,Telma 40,220.0,4,880.0,TXN-14592
PAN-2403-88,2024-03-31,Pan 40,155.0,5,775.0,TXN-14593
PAN-2403-88,2024-03-31,Pan 40,155.0,3,465.0,TXN-14594
AZI-2403-84,2024-03-31,Azithral 500,118.5,1,118.5,TXN-14595
DOL-2403-28,2024-03-31,Dolo 650,30.0,2,60.0,TXN-14596
PAN-2402-25,2024-03-31,Pan 40,155.0,5,775.0,TXN-14597
DOL-2403-28,2024-03-31,Dolo 650,30.0,5,150.0,TXN-14598
GEN-14599,2024-04-01,Allegra 120,198.0,9,1782.0,TXN-14599
GEN-14600,2024-04-01,Pan 40,155.0,2,310.0,TXN-14600
DOL-2403-28,2024-04-01,Dolo 650,30.0,3,90.0,TXN-14601
PAN-2402-25,2024-04-01,Pan 40,155.0,2,310.0,TXN-14602
PAN-2403-22,2024-04-01,Pan 40,155.0,3,465.0,TXN-14603
TEL-2403-32,2024-04-02,Telma 40,220.0,4,880.0,TXN-14604
TEL-2402-65,2024-04-02,Telma 40,220.0,4,880.0,TXN-14605
AZI-2403-84,2024-04-02,Azithral 500,118.5,4,474.0,TXN-14606
AZI-2403-42,2024-04-02,Azithral 500,118.5,1,118.5,TXN-14607
DOL-2402-82,2024-04-02,Dolo 650,30.0,3,90.0,TXN-14608
ALL-2403-83,2024-04-02,Allegra 120,198.0,5,990.0,TXN-14609
AZI-2402-40,2024-04-03,Azithral 500,118.5,5,592.5,TXN-14610
PAN-2402-25,2024-04-03,Pan 40,155.0,4,620.0,TXN-14611
PAN-2403-88,2024-04-03,Pan 40,155.0,5,775.0,TXN-14612
PAN-2403-88,2024-04-03,Pan 40,155.0,1,155.0,TXN-14613
ALL-2402-80,2024-04-03,Allegra 120,198.0,9,1782.0,TXN-14614
DOL-2403-28,2024-04-03,Dolo 650,30.0,3,90.0,TXN-14615
AZI-2403-42,2024-04-04,Azithral 500,118.5,3,355.5,TXN-14616
DOL-2403-12,2024-04-04,Dolo 650,30.0,5,150.0,TXN-14617
GEN-14618,2024-04-04,Azithral 500,118.5,2,237.0,TXN-14618
ALL-2403-83,2024-04-04,Allegra 120,198.0,4,792.0,TXN-14619
DOL-2402-82,2024-04-04,Dolo 650,30.0,3,90.0,TXN-14620
GEN-14621,2024-04-04,Azithral 500,118.5,1,118.5,TXN-14621
DOL-2403-12,2024-04-04,Dolo 650,30.0,5,150.0,TXN-14622
DOL-2403-12,2024-04-04,Dolo 650,30.0,3,90.0,TXN-14623
AZI-2402-40,2024-04-04,Azithral 500,118.5,1,118.5,TXN-14624
GLY-2403-99,2024-04-04,Glycomet 500,22.5,1,22.5,TXN-14625
AZI-2403-84,2024-04-04,Azithral 500,118.5,1,118.5,TXN-14626
PAN-2403-22,2024-04-04,Pan 40,155.0,3,465.0,TXN-14627
PAN-2403-22,2024-04-04,Pan 40,155.0,2,310.0,TXN-14628
AZI-2402-40,2024-04-05,Azithral 500,118.5,2,237.0,TXN-14629
PAN-2403-88,2024-04-05,Pan 40,155.0,5,775.0,TXN-14630
DOL-2403-12,2024-04-05,Dolo 650,30.0,2,60.0,TXN-14631
PAN-2402-25,2024-04-05,Pan 40,155.0,1,155.0,TXN-14632
DOL-2403-12,2024-04-05,Dolo 650,30.0,3,90.0,TXN-14633
GEN-14634,2024-04-05,Dolo 650,30.0,3,90.0,TXN-14634
GEN-14635,2024-04-05,Azithral 500,118.5,1,118.5,TXN-14635
PAN-2403-22,2024-04-05,Pan 40,,3,,TXN-14636
DOL-2402-82,2024-04-05,Dolo 650,30.0,2,60.0,TXN-14637
TEL-2403-32,2024-04-05,Telma 40,220.0,3,660.0,TXN-14638
GLY-2403-53,2024-04-06,Glycomet 500,22.5,3,67.5,TXN-14639
GEN-14640,2024-04-06,Allegra 120,198.0,5,990.0,TXN-14640
PAN-2403-88,2024-04-06,Pan 40,155.0,3,465.0,TXN-14641
GLY-2403-53,2024-04-06,Glycomet 500,22.5,2,45.0,TXN-14642
GLY-2402-61,2024-04-06,Glycomet 500,22.5,3,67.5,TXN-14643
AZI-2403-84,2024-04-06,Azithral 500,118.5,1,118.5,TXN-14644
ALL-2403-83,2024-04-06,Allegra 120,198.0,4,792.0,TXN-14645
GEN-14646,2024-04-06,Glycomet 500,22.5,5,112.5,TXN-14646
DOL-2403-12,2024-04-06,Dolo 650,30.0,1,30.0,TXN-14647
GLY-2403-99,2024-04-06,Glycomet 500,22.5,4,90.0,TXN-14648
GLY-2402-61,2024-04-06,Glycomet 500,22.5,1,22.5,TXN-14649
TEL-2402-65,2024-04-06,Telma 40,220.0,4,880.0,TXN-14650
PAN-2403-22,2024-04-06,Pan 40,155.0,5,775.0,TXN-14651
TEL-2402-65,2024-04-07,Telma 40,220.0,2,440.0,TXN-14652
DOL-2403-12,2024-04-07,Dolo 650,30.0,1,30.0,TXN-14653
ALL-2403-83,2024-04-07,Allegra 120,198.0,9,1782.0,TXN-14654
ALL-2403-83,2024-04-07,Allegra 120,198.0,7,1386.0,TXN-14655
DOL-2403-12,2024-04-07,Dolo 650,30.0,1,30.0,TXN-14656
PAN-2403-22,2024-04-07,Pan 40,155.0,3,465.0,TXN-14657
PAN-2403-88,2024-04-07,Pan 40,155.0,4,620.0,TXN-14658
PAN-2403-22,2024-04-07,Pan 40,155.0,3,465.0,TXN-14659
GLY-2402-61,2024-04-07,Glycomet 500,22.5,3,67.5,TXN-14660
ALL-2403-83,2024-04-07,Allegra 120,198.0,6,1188.0,TXN-14661
ALL-2403-83,2024-04-07,Allegra 120,198.0,3,594.0,TXN-14662
GEN-14663,2024-04-07,Glycomet 500,22.5,2,45.0,TXN-14663
DOL-2402-82,2024-04-07,Dolo 650,30.0,2,60.0,TXN-14664
PAN-2403-22,2024-04-07,Pan 40,155.0,4,620.0,TXN-14665
DOL-2403-28,2024-04-08,Dolo 650,30.0,3,90.0,TXN-14666
DOL-2403-28,2024-04-08,Dolo 650,30.0,4,120.0,TXN-14667
AZI-2402-40,2024-04-08,Azithral 500,118.5,1,118.5,TXN-14668
TEL-2403-73,2024-04-08,Telma 40,220.0,5,1100.0,TXN-14669
PAN-2403-22,2024-04-08,Pan 40,155.0,5,775.0,TXN-14670
DOL-2403-12,2024-04-09,Dolo 650,30.0,1,30.0,TXN-14671
TEL-2402-65,2024-04-09,Telma 40,220.0,4,880.0,TXN-14672
AZI-2403-42,2024-04-09,Azithral 500,118.5,5,592.5,TXN-14673
PAN-2403-88,2024-04-09,Pan 40,155.0,3,465.0,TXN-14674
GLY-2403-53,2024-04-09,Glycomet 500,22.5,5,112.5,TXN-14675
AZI-2403-42,2024-04-09,Azithral 500,118.5,5,592.5,TXN-14676
GLY-2403-53,2024-04-09,Glycomet 500,22.5,3,67.5,TXN-14677
DOL-2402-82,2024-04-09,Dolo 650,30.0,3,90.0,TXN-14678
GLY-2403-99,2024-04-09,Glycomet 500,22.5,4,90.0,TXN-14679
PAN-2403-22,2024-04-09,Pan 40,155.0,5,775.0,TXN-14680
DOL-2403-12,2024-04-09,Dolo 650,30.0,2,60.0,TXN-14681
DOL-2402-82,2024-04-10,Dolo 650,30.0,5,150.0,TXN-14682
AZI-2403-84,2024-04-10,Azithral 500,118.5,2,237.0,TXN-14683
PAN-2403-88,2024-04-10,Pan 40,155.0,3,465.0,TXN-14684
ALL-2403-83,2024-04-10,Allegra 120,198.0,7,1386.0,TXN-14685
GLY-2402-61,2024-04-10,Glycomet 500,22.5,2,45.0,TXN-14686
PAN-2402-25,2024-04-10,Pan 40,155.0,2,310.0,TXN-14687
ALL-2403-83,2024-04-10,Allegra 120,198.0,10,1980.0,TXN-14688
DOL-2403-12,2024-04-11,Dolo 650,30.0,3,90.0,TXN-14689
ALL-2403-83,2024-04-11,Allegra 120,198.0,7,1386.0,TXN-14690
TEL-2403-73,2024-04-11,Telma 40,220.0,2,440.0,TXN-14691
DOL-2403-28,2024-04-11,Dolo 650,30.0,2,60.0,TXN-14692
PAN-2403-22,2024-04-11,Pan 40,155.0,1,155.0,TXN-14693
GEN-14694,2024-04-11,Pan 40,155.0,2,310.0,TXN-14694
PAN-2402-25,2024-04-11,Pan 40,155.0,4,620.0,TXN-14695
ALL-2403-83,2024-04-11,Allegra 120,198.0,6,1188.0,TXN-14696
TEL-2403-73,2024-04-11,Telma 40,220.0,1,220.0,TXN-14697
DOL-2402-82,2024-04-11,Dolo 650,30.0,4,120.0,TXN-14698
DOL-2403-28,2024-04-11,Dolo 650,30.0,5,150.0,TXN-14699
GLY-2403-53,2024-04-12,Glycomet 500,22.5,1,22.5,TXN-14700
ALL-2403-83,2024-04-12,Allegra 120,198.0,5,990.0,TXN-14701
TEL-2402-65,2024-04-12,Telma 40,220.0,2,440.0,TXN-14702
GLY-2403-53,2024-04-12,Glycomet 500,22.5,3,67.5,TXN-14703
PAN-2402-25,2024-04-12,Pan 40,155.0,5,775.0,TXN-14704
TEL-2402-65,2024-04-12,Telma 40,220.0,5,1100.0,TXN-14705
GLY-2403-99,2024-04-13,Glycomet 500,22.5,4,90.0,TXN-14706
GLY-2402-61,2024-04-13,Glycomet 500,22.5,2,45.0,TXN-14707
TEL-2402-65,2024-04-13,Telma 40,220.0,2,440.0,TXN-14708
TEL-2403-32,2024-04-13,Telma 40,220.0,3,660.0,TXN-14709
GLY-2403-99,2024-04-13,Glycomet 500,22.5,5,112.5,TXN-14710
PAN-2403-22,2024-04-13,Pan 40,155.0,1,155.0,TXN-14711
AZI-2403-84,2024-04-13,Azithral 500,118.5,1,118.5,TXN-14712
GLY-2403-53,2024-04-13,Glycomet 500,22.5,4,90.0,TXN-14713
DOL-2402-82,2024-04-13,Dolo 650,30.0,1,30.0,TXN-14714
GLY-2403-53,2024-04-13,Glycomet 500,22.5,5,112.5,TXN-14715
GLY-2403-99,2024-04-13,Glycomet 500,22.5,5,112.5,TXN-14716
GEN-14717,2024-04-14,Glycomet 500,22.5,5,112.5,TXN-14717
ALL-2404-87,2024-04-14,Allegra 120,198.0,7,1386.0,TXN-14718
PAN-2403-22,2024-04-14,Pan 40,155.0,5,775.0,TXN-14719
ALL-2403-83,2024-04-14,Allegra 120,198.0,6,1188.0,TXN-14720
PAN-2403-88,2024-04-14,Pan 40,155.0,3,465.0,TXN-14721
DOL-2403-28,2024-04-14,Dolo 650,30.0,5,150.0,TXN-14722
ALL-2403-83,2024-04-14,Allegra 120,198.0,5,990.0,TXN-14723
ALL-2404-87,2024-04-14,Allegra 120,198.0,7,1386.0,TXN-14724
AZI-2404-33,2024-04-15,Azithral 500,118.5,3,355.5,TXN-14725
ALL-2403-83,2024-04-15,Allegra 120,198.0,5,990.0,TXN-14726
TEL-2404-29,2024-04-15,Telma 40,220.0,3,660.0,TXN-14727
ALL-2403-83,2024-04-15,Allegra 120,198.0,9,1782.0,TXN-14728
GEN-14729,2024-04-15,Azithral 500,118.5,2,237.0,TXN-14729
ALL-2403-83,2024-04-15,Allegra 120,198.0,9,1782.0,TXN-14730
GLY-2404-87,2024-04-15,Glycomet 500,22.5,3,67.5,TXN-14731
TEL-2404-29,2024-04-16,Telma 40,220.0,3,660.0,TXN-14732
TEL-2404-29,2024-04-16,Telma 40,220.0,1,220.0,TXN-14733
ALL-2403-83,2024-04-16,Allegra 120,198.0,6,1188.0,TXN-14734
GLY-2403-53,2024-04-16,Glycomet 500,22.5,5,112.5,TXN-14735
AZI-2403-42,2024-04-16,Azithral 500,118.5,4,474.0,TXN-14736
AZI-2403-42,2024-04-16,Azithral 500,118.5,5,592.5,TXN-14737
PAN-2404-56,2024-04-16,Pan 40,155.0,2,310.0,TXN-14738
GLY-2403-99,2024-04-16,Glycomet 500,22.5,5,112.5,TXN-14739
DOL-2403-12,2024-04-16,Dolo 650,30.0,5,150.0,TXN-14740
GEN-14741,2024-04-16,Pan 40,155.0,3,465.0,TXN-14741
DOL-2403-28,2024-04-17,Dolo 650,30.0,4,120.0,TXN-14742
ALL-2404-87,2024-04-17,Allegra 120,198.0,8,1584.0,TXN-14743
AZI-2403-84,2024-04-17,Azithral 500,118.5,4,474.0,TXN-14744
PAN-2404-56,2024-04-17,Pan 40,155.0,1,155.0,TXN-14745
GEN-14746,2024-04-17,Pan 40,155.0,5,775.0,TXN-14746
TEL-2403-32,2024-04-17,Telma 40,220.0,3,660.0,TXN-14747
ALL-2403-83,2024-04-17,Allegra 120,198.0,10,1980.0,TXN-14748
DOL-2404-91,2024-04-17,Dolo 650,30.0,4,120.0,TXN-14749
AZI-2404-33,2024-04-17,Azithral 500,118.5,1,118.5,TXN-14750
ALL-2404-87,2024-04-17,Allegra 120,198.0,8,1584.0,TXN-14751
DOL-2403-12,2024-04-17,Dolo 650,30.0,4,120.0,TXN-14752
PAN-2403-22,2024-04-17,Pan 40,155.0,2,310.0,TXN-14753
GEN-14754,2024-04-17,Pan 40,155.0,4,620.0,TXN-14754
ALL-2403-83,2024-04-18,Allegra 120,198.0,4,792.0,TXN-14755
PAN-2404-56,2024-04-18,Pan 40,155.0,5,775.0,TXN-14756
GEN-14757,2024-04-18,Pan 40,155.0,1,155.0,TXN-14757
GEN-14758,2024-04-18,Dolo 650,30.0,1,30.0,TXN-14758
GEN-14759,2024-04-18,Allegra 120,198.0,5,990.0,TXN-14759
DOL-2403-12,2024-04-18,Dolo 650,30.0,5,150.0,TXN-14760
ALL-2404-87,2024-04-18,Allegra 120,198.0,7,1386.0,TXN-14761
TEL-2403-32,2024-04-19,Telma 40,220.0,2,440.0,TXN-14762
ALL-2403-83,2024-04-19,Allegra 120,198.0,6,1188.0,TXN-14763
GEN-14764,2024-04-19,Dolo 650,30.0,1,30.0,TXN-14764
DOL-2403-28,2024-04-19,Dolo 650,30.0,1,30.0,TXN-14765
DOL-2403-12,2024-04-19,Dolo 650,30.0,3,90.0,TXN-14766
GLY-2404-87,2024-04-19,Glycomet 500,22.5,5,112.5,TXN-14767
AZI-2404-33,2024-04-19,Azithral 500,118.5,2,237.0,TXN-14768
TEL-2403-32,2024-04-19,Telma 40,220.0,3,660.0,TXN-14769
GEN-14770,2024-04-20,Glycomet 500,22.5,5,112.5,TXN-14770
PAN-2403-88,2024-04-20,Pan 40,155.0,4,620.0,TXN-14771
GEN-14772,2024-04-20,Telma 40,220.0,3,660.0,TXN-14772
ALL-2404-87,2024-04-20,Allegra 120,198.0,8,1584.0,TXN-14773
TEL-2403-73,2024-04-20,Telma 40,220.0,5,1100.0,TXN-14774
TEL-2404-29,2024-04-20,Telma 40,220.0,3,660.0,TXN-14775
GLY-2404-87,2024-04-20,Glycomet 500,22.5,4,90.0,TXN-14776
TEL-2404-29,2024-04-20,Telma 40,220.0,1,220.0,TXN-14777
DOL-2403-12,2024-04-20,Dolo 650,30.0,2,60.0,TXN-14778
GLY-2403-53,2024-04-20,Glycomet 500,22.5,1,22.5,TXN-14779
TEL-2403-73,2024-04-20,Telma 40,220.0,2,440.0,TXN-14780
AZI-2403-42,2024-04-20,Azithral 500,118.5,2,237.0,TXN-14781
PAN-2404-56,2024-04-20,Pan 40,155.0,4,620.0,TXN-14782
ALL-2403-83,2024-04-20,Allegra 120,198.0,7,1386.0,TXN-14783
GLY-2404-87,2024-04-20,Glycomet 500,22.5,2,45.0,TXN-14784
AZI-2403-84,2024-04-21,Azithral 500,118.5,5,592.5,TXN-14785
GEN-14786,2024-04-21,Allegra 120,198.0,8,1584.0,TXN-14786
GEN-14787,2024-04-21,Allegra 120,198.0,3,594.0,TXN-14787
PAN-2404-56,2024-04-21,Pan 40,155.0,2,310.0,TXN-14788
GLY-2403-99,2024-04-21,Glycomet 500,22.5,4,90.0,TXN-14789
AZI-2404-33,2024-04-21,Azithral 500,118.5,3,355.5,TXN-14790
GLY-2403-99,2024-04-21,Glycomet 500,22.5,4,90.0,TXN-14791
TEL-2403-73,2024-04-22,Telma 40,220.0,2,440.0,TXN-14792
DOL-2403-28,2024-04-22,Dolo 650,30.0,2,60.0,TXN-14793
AZI-2403-42,2024-04-22,Azithral 500,118.5,1,118.5,TXN-14794
ALL-2404-87,2024-04-22,Allegra 120,198.0,7,1386.0,TXN-14795
ALL-2403-83,2024-04-22,Allegra 120,198.0,6,1188.0,TXN-14796
TEL-2403-32,2024-04-22,Telma 40,220.0,1,220.0,TXN-14797
DOL-2404-91,2024-04-22,Dolo 650,30.0,3,90.0,TXN-14798
AZI-2403-42,2024-04-22,Azithral 500,118.5,5,592.5,TXN-14799
PAN-2403-22,2024-04-22,Pan 40,155.0,4,620.0,TXN-14800
DOL-2403-28,2024-04-22,Dolo 650,30.0,4,120.0,TXN-14801
ALL-2403-83,2024-04-23,Allegra 120,198.0,5,990.0,TXN-14802
GLY-2404-87,2024-04-23,Glycomet 500,22.5,4,90.0,TXN-14803
AZI-2403-42,2024-04-23,Azithral 500,118.5,5,592.5,TXN-14804
AZI-2403-84,2024-04-23,Azithral 500,118.5,5,592.5,TXN-14805
DOL-2404-91,2024-04-23,Dolo 650,30.0,1,30.0,TXN-14806
PAN-2403-88,2024-04-23,Pan 40,155.0,5,775.0,TXN-14807
PAN-2404-56,2024-04-23,Pan 40,155.0,4,620.0,TXN-14808
DOL-2403-28,2024-04-23,Dolo 650,30.0,2,60.0,TXN-14809
DOL-2404-91,2024-04-23,Dolo 650,30.0,4,120.0,TXN-14810
TEL-2403-73,2024-04-23,Telma 40,220.0,5,1100.0,TXN-14811
GEN-14812,2024-04-23,Pan 40,155.0,2,310.0,TXN-14812
AZI-2403-84,2024-04-23,Azithral 500,118.5,1,118.5,TXN-14813
ALL-2403-83,2024-04-23,Allegra 120,198.0,9,1782.0,TXN-14814
ALL-2403-83,2024-04-24,Allegra 120,198.0,5,990.0,TXN-14815
AZI-2403-42,2024-04-24,Azithral 500,118.5,5,592.5,TXN-14816
GLY-2403-53,2024-04-24,Glycomet 500,22.5,5,112.5,TXN-14817
DOL-2404-91,2024-04-24,Dolo 650,30.0,1,30.0,TXN-14818
DOL-2403-12,2024-04-24,Dolo 650,30.0,2,60.0,TXN-14819
PAN-2404-56,2024-04-24,Pan 40,155.0,3,465.0,TXN-14820
PAN-2404-56,2024-04-25,Pan 40,155.0,4,620.0,TXN-14821
PAN-2404-56,2024-04-25,Pan 40,155.0,1,155.0,TXN-14822
PAN-2403-88,2024-04-25,Pan 40,155.0,2,310.0,TXN-14823
DOL-2404-91,2024-04-25,Dolo 650,30.0,1,30.0,TXN-14824
ALL-2403-83,2024-04-25,Allegra 120,198.0,5,990.0,TXN-14825
GEN-14826,2024-04-25,Dolo 650,30.0,5,150.0,TXN-14826
PAN-2403-22,2024-04-25,Pan 40,155.0,5,775.0,TXN-14827
